sentence,theme,confidence,report_year,source_file
In the notification the Wastewater Generation Standards and Load / Mass based Standard also amended.,water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"4.2 Central Pollution Control Board Under the provisions of The Water (Prevention & Control of Pollution) Act, 1974, the Central Government constituted the  Central Board for the Prevention and Control of Water Pollution  on September 23, 1974.",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"Functions of the Central Board: The main functions of CPCB, as spelt out in The Water (Prevention and Control of Pollution) Act, 1974, and The Air (Prevention and Control of Pollution) Act, 1981, are: 86 Ministry of Environment, Forest and Climate Change   To promote cleanliness of streams and wells in different areas of the States through prevention, control and abatement of water pollution; and,   To improve the quality of air and to prevent, control or abate air pollution in the country.",water_conservation,0.4,2018-19,moefcc_2018_19.pdf
"In addition to the main functions of promoting cleanliness of streams and wells, improving the quality of air and to prevent, control or abate air pollution, CPCB has been assigned following National Level functions:   Advise the Central Government on any matter concerning prevention and control of water and air pollution and improvement of the quality of air;   Plan and cause to be executed a nation wide programme for the prevention, control or abatement of water and air pollution;",water_conservation,0.4,2018-19,moefcc_2018_19.pdf
"Co ordinate the activities of the State Boards and resolve disputes among them;   Provide technical assistance and guidance to the State Boards, carry out and sponsor investigations and research relating to problems of water and air pollution, and for their prevention, control or abatement;   Plan and organise training of persons engaged in programmes for prevention, control or abatement of water and air pollution;   Organize through mass media, a comprehensive mass awareness programme on prevention, control or abatement of water and air pollution;   Collect, compile and publish technical and statistical data relating to water and air pollution and the measures devised for their effective prevention, control or abatement;   Prepare manuals, codes and guidelines relating to treatment and disposal of sewage and trade effluents as well as for stack gas cleaning devices, stacks and ducts;   Disseminate information in respect of matters relating to water and air pollution and their prevention and control;",water_conservation,0.4,2018-19,moefcc_2018_19.pdf
"Functions of the Central Board as State Board for the Union Territories:   Advise the Governments of Union Territories with respect to the suitability of any premises or location for carrying on any industry which is likely to pollute a stream or well or cause air pollution;   Lay down standards for treatment of sewage and trade effluents and for emissions from automobiles, industrial plants, and any other polluting source;   Evolve efficient methods for disposal of sewage and trade effluents on land;",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"Develop reliable and economically viable methods for treatment of sewage, 87 Annual Report 2018-19 trade effluents and air pollution control equipment;   Identify any area or areas within Union Territories as air pollution control area or areas to be notified under The Air (Prevention and Control of Pollution) Act, 1981; and   Assess the quality of ambient air and water, and inspect wastewater treatment installations, air pollution control equipments, industrial plants or manufacturing processes to evaluate their performance and to take steps for the prevention, control and abatement of air and water pollution.",water_conservation,0.8,2018-19,moefcc_2018_19.pdf
"Schemes/Programmes:   Coordinating activities of State Pollution Control Boards/Pollution Control Committees for prevention & control of pollution;   Development of industry specific national minimal effluent and emission standards and industry specific environmental guidelines and documents;   Implementation of CREP Compliance of Standards for major polluting industrial sectors,   Action plans for improvement of environment in critically polluted areas/clusters and monitoring their implementation;   Action plans for monitoring air quality in polluted cities;   National water quality monitoring and publishing annual water quality reports;   National ambient air quality monitoring and publishing annual air quality reports;   National Ambient Noise Monitoring and publishing annual noise monitoring report.",water_conservation,0.4,2018-19,moefcc_2018_19.pdf
"National Water Quality Monitoring Programme: CPCB in association with the State Pollution Control Boards (SPCBs)/ Pollution Control Committees (PCCs) is regularly monitoring water quality of aquatic resources across the country through a network of 3500 monitoring locations including 1821 monitoring locations on rivers, 473 monitoring locations on lakes/ponds/tanks, 52 monitoring locations on creeks/sea water/coastal, 53 monitoring locations on canals, 52 monitoring locations on drains, 50 monitoring locations on STP, 10 on water treatment plant and 989 monitoring locations on wells under the National Water Quality Monitoring Programme (NWMP).",water_conservation,1.0,2018-19,moefcc_2018_19.pdf
"Pollution Inventorization, Assessment & Surveillance on River Ganga (PIAS): The  Pollution, Inventorization, Assessment & Surveillance on River Ganga (PIAS)  project is funded by the Ministry of Environment, Forests & Climate Change for 5 Years..",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"A new project entitled  Pollution, Inventorization, Assessment & Surveillance on River Ganga (PIAS)  is sanctioned on 9th 88 Ministry of Environment, Forest and Climate Change November, 2017 effective from 29.09.2017 which is funded by the Ministry of Water Resources, River Development & Ganga Rejuvenation (MoWR) for 3 Years.",water_conservation,0.6,2018-19,moefcc_2018_19.pdf
"Under these projects, NGRBA Cell, CPCB has carried out different activities under monitoring, surveillance of Water quality of River Ganga from its origin to confluence to Bay of Bengal such as in-depth monitoring of Grossly Polluting Industries (GPIs), Sewage Treatment Plants (STPs), Common Effluent Treatment Plants (CETPs) and major drains falling into the river of River Ganga and its tributaries, River Ramganga, River Kali East & River Pandu.",water_conservation,0.6,2018-19,moefcc_2018_19.pdf
"The objective of the project is to inventorise the pollution sources (both point and nonpoint) and to assess the pollution load being discharged into the River Ganga directly or indirectly through tributaries, namely Ramganga and Kali-East.",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
Real Time Water Quality Monitoring System (RTWQMS) on River Ganga and Yamuna: 36 Real Time Water Quality Monitoring Stations (RTWQMS) are being operated on river Ganga to assess the water quality on continuous basis.,water_conservation,0.4,2018-19,moefcc_2018_19.pdf
"Air pollutants, water pollutants from industries, operations or processes with an aim to protect and improve the quality of the environment and abate environmental pollution.",water_conservation,0.4,2018-19,moefcc_2018_19.pdf
"There is lack of coordination between UDDS, ULBs & State Pollution Control Boards and other concerned agencies, who are involved in Implementation of SWM Rules, 2016.It has been observed that most of the States/UTs have not carried out monitoring of ground water quality and ambient air at Waste Processing and Landfill Sites to comply the Solid Waste Management Rules, 2016.It has been observed that most of the dumpsites are unscientific and operating without following SWM, Rules.",water_conservation,0.6,2018-19,moefcc_2018_19.pdf
"of SPCBs/PCCs & DGAFMS except Andaman & Nicobar, and Lakshadweep.",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"Besides, plastic waste is littered in public places and dumped on open drains, river, banks, sea beaches, etc. thereby eaten by cattle s specially cows leads to death.",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"There are several contaminated dumpsites in various parts of India where hazardous and other wastes were dumped historically, which resulted in contamination of soil, groundwater and surface water thereby posing health and environmental risks.",soil_health,0.4,2018-19,moefcc_2018_19.pdf
"Remediation of contaminated sites involves cleaning of contaminated media i.e. soils, groundwater, surface water and sediments by adopting various in-situ or ex-situ clean-up technologies, up to a predefined remediation target levels for each identified constituent.",soil_health,0.4,2018-19,moefcc_2018_19.pdf
"The main objective of the Division is to promote safe management and use of hazardous substances including hazardous chemicals and hazardous wastes, in order to avoid damage to health and environment.",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"Fly ash notification mandates the use of fly ash for the purpose of manufacturing ash-based products such as cement, concrete blocks, bricks, panels or any other material or for construction of roads, embankments, dams, mines backfilling/ stowing, agriculture etc.",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"Basel Convention on Control of transboundary movement of Hazardous waste and their disposal; Rotterdam Convention on Prior Informed Consent Procedure for certain Chemicals and Pesticides in International trade; Stockholm Convention on Persistent Organic Pollutants, the Minamata Convention on Mercury and Strategic Approach to International Chemicals Management.",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"During the meeting of Chemical Review Committee under Rotterdam convention held during the September 10-14, 2018 in Rome, Italy, India intervened in technical matters including update of CRC Handbook.",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"97 Annual Report 2018-19 CHAPTER 05 Conservation of Water Bodies 98 Ministry of Environment, Forest and Climate Change 5.1 National River Conservation Directorate (NRCD)",water_conservation,0.4,2018-19,moefcc_2018_19.pdf
"The National River Conservation Directorate, functioning under the MoEF&CC is providing financial assistance to the State Governments for conservation of rivers, lakes and wetlands under the Centrally Sponsored Schemes of  National River Conservation Plan (NRCP)  and  National Plan for Conservation of Aquatic Ecosystems (NPCA) .",water_conservation,0.6,2018-19,moefcc_2018_19.pdf
5.2 National River Conservation Plan: The river conservation programme was initiated with the launching of the Ganga Action Plan (GAP) in 1985.,water_conservation,0.2,2018-19,moefcc_2018_19.pdf
The Ganga Action Plan was expanded to cover other rivers under National River Conservation Plan (NRCP) in the year 1995.,water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"The objective of NRCP is to improve the water quality of rivers, which are major water sources in the country, through implementation of pollution abatement works in various towns along identified polluted stretches of rivers on cost sharing basis between the Central & State Governments.",water_conservation,0.6,2018-19,moefcc_2018_19.pdf
The pollution abatement works taken up under the NRCP include:   Interception and diversion works/ laying of sewerage system to capture raw sewage flowing into the rivers through open drains and diverting them for treatment.,water_conservation,0.4,2018-19,moefcc_2018_19.pdf
Setting up of Sewage Treatment Plants (STPs) for treating the diverted sewage.,water_conservation,0.2,2018-19,moefcc_2018_19.pdf
Construction of Low Cost Sanitation Toilets to prevent open defecation on river banks.,water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"River Front Development works, such as improvement of bathing ghats.",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
Presently NRCP (excluding Ganga and its tributaries) has covered polluted stretches of 33 rivers in 76 towns spread over 15 States at a sanctioned cost of Rs.4801.57 crore (Annexure).,water_conservation,0.2,2018-19,moefcc_2018_19.pdf
The following rivers are covered under NRCP:,water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"July, 2014, the work relating to Ganga and its tributaries had been allotted to Ministry of Water Resources, River Development & Ganga Rejuvenation (MoWR, RD&GR).",water_conservation,0.4,2018-19,moefcc_2018_19.pdf
"Accordingly the rivers namely Ganga, Yamuna, Gomti, Damodar, Mahananda, Chambal, Beehar, Khan, Kshipra, Betwa, Ramganga and Mandakini have been shifted to MoWR, RD & GR along with the National Mission for Clean Ganga (NMCG).",water_conservation,0.4,2018-19,moefcc_2018_19.pdf
"Major works taken-up under National River Conservation Plan (Non-Externally Aided Projects): Pollution Abatement of Rivers Satluj, Beas &Ghaggar in Punjab:",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"Under Phase I of NRCP, pollution abatement works in 6 towns namely Ludhiana, Jallandhar, Phagwara, Phillaur, Kapurthala and Sultanpur Lodhi amounting to Rs.215.71 crore were sanctioned for pollution abatement of rivers Satluj and Beas.",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"Under Phase II of NRCP in Punjab, works for pollution abatement of rivers Satluj& Beas amounting to Rs.",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
"57.10 crore have also been sanctioned for pollution abatement of river Ghaggar in 4 towns, namely Patran, Moonak, Lehragaga and Khanauri and creation of 15 mld treatment capacity has been envisaged under these projects.",water_conservation,0.2,2018-19,moefcc_2018_19.pdf
